symbol,organ_name,icb_name2,icb_name3,icb_name4
SCI,Công ty Cổ phần SCI E&C,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Bất động sản,Bất động sản,Bất động sản
SCL,Công ty Cổ phần Sông Đà Cao Cường,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
MIM,Công ty Cổ phần Khoáng sản và Cơ khí,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
SCO,Công ty Cổ phần Công nghiệp Thủy sản,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
NKG,Công ty Cổ phần Thép Nam Kim,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
KTC,Công ty Cổ phần Thương mại Kiên Giang,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Du lịch và Giải trí,Du lịch & Giải trí,Hàng không
HAM,Công ty Cổ phần Vật tư Hậu Giang,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
SD2,Công ty Cổ phần Sông Đà 2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SD3,Công ty Cổ phần Sông Đà 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SD5,Công ty Cổ phần Sông Đà 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SD9,Công ty Cổ phần Sông Đà 9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SDB,Công ty Cổ phần Sông Đà 207,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SDD,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
PWS,Công ty Cổ phần Cấp thoát nước Phú Yên,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
BQB,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
MDF,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ
HES,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí
SDK,Công ty Cổ phần Cơ khí Luyện Kim,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
SDN,Công ty Cổ phần Sơn Đồng Nai,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
PCE,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
KSH,Công ty Cổ phần Damac GLS,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
QCC,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
MFS,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Viễn thông,Viễn thông di động,Viễn thông di động
SDP,Công ty Cổ phần SDP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
SDT,Công ty Cổ phần Sông Đà 10,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
MHC,Công ty Cổ phần MHC,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
SDX,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SSB,Ngân hàng Thương mại Cổ phần Đông Nam Á,Ngân hàng,Ngân hàng,Ngân hàng
SEA,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
LM7,Công ty Cổ phần Lilama 7,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
SFC,Công ty Cổ phần Nhiên liệu Sài Gòn,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
QCG,Công ty Cổ phần Quốc Cường Gia Lai,Bất động sản,Bất động sản,Bất động sản
QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng,Ngân hàng,Ngân hàng
HUG,Tổng công ty May Hưng Yên - Công ty Cổ phần,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
MQN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SGB,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương,Ngân hàng,Ngân hàng,Ngân hàng
SGH,Công ty Cổ phần Khách sạn Sài Gòn,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn
KPF,Công ty Cổ phần Đầu tư Tài sản KOJI,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Bất động sản,Bất động sản,Bất động sản
SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,Bất động sản,Bất động sản,Bất động sản
QNS,Công ty Cổ phần Đường Quảng Ngãi,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
PHS,Công ty Cổ phần Chứng khoán Phú Hưng,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
SHG,Tổng Công ty Cổ phần Sông Hồng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
RAT,Công ty Cổ phần Vận tải và Thương mại Đường sắt,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
RCC,Công ty Cổ phần Tổng Công ty Công trình Đường sắt,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SZC,Công ty Cổ phần Sonadezi Châu Đức,Bất động sản,Bất động sản,Bất động sản
MTH,Công ty Cổ phần Môi trường Đô thị Hà Đông,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
SJD,Công ty Cổ phần Thủy điện Cần Đơn,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
SJS,Công ty Cổ phần SJ Group,Bất động sản,Bất động sản,Bất động sản
NAB,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng,Ngân hàng,Ngân hàng
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Bất động sản,Bất động sản,Bất động sản
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Y tế,Dược phẩm,Dược phẩm
TBR,Công ty Cổ phần Địa ốc Tân Bình,Bất động sản,Bất động sản,Bất động sản
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí
DS3,Công ty Cổ phần DS3,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
MST,Công ty Cổ phần Đầu tư MST,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
S12,Công ty Cổ phần Sông Đà 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
S27,Công ty Cổ phần Sông Đà 27,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
S55,Công ty Cổ phần Sông Đà 505,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
S96,Công ty Cổ phần Sông Đà 9.06,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
S99,Công ty Cổ phần SCI,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
HIG,Công ty Cổ phần Tập đoàn HIPT,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Phần mềm
BSG,Công ty Cổ phần Xe khách Sài Gòn,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
SAF,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
SAM,Công ty Cổ phần SAM Holdings,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
PAN,Công ty Cổ phần Tập đoàn PAN,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát
APT,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
KHW,Công ty Cổ phần Cấp thoát nước Khánh Hòa,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
MIG,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ
LMH,Công ty Cổ phần Quốc Tế Holding,Bất động sản,Bất động sản,Bất động sản
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
SAV,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ
SBS,Công ty Cổ phần Chứng khoán SBS,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Hàng & Dịch vụ Công nghiệp,Vận tải,Đường sắt
PVY,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
KTT,Công ty Cổ phần Tập đoàn Đầu tư KTT,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
VHM,Công ty Cổ phần Vinhomes,Bất động sản,Bất động sản,Bất động sản
NDC,Công ty Cổ phần Nam Dược,Y tế,Dược phẩm,Dược phẩm
SBL,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
SCY,Công ty Cổ phần Đóng tàu Sông Cấm,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Xe tải & Đóng tàu
SBM,Công ty Cổ phần Đầu tư phát triển Bắc Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
NET,Công ty Cổ phần Bột giặt Net,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí
L63,Công ty Cổ phần Lilama 69-3,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
JOS,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
SCC,Công ty Cổ phần Thương mại Đầu tư SHB,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
SCD,Công ty Cổ phần Nước giải khát Chương Dương,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát
SCJ,Công ty Cổ phần Xi măng Sài Sơn,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
OIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Dầu khí,Sản xuất Dầu khí,Sản xuất và Khai thác dầu khí
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí
SCR,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,Bất động sản,Bất động sản,Bất động sản
SD1,Công ty Cổ phần Sông Đà 1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
PPH,Tổng Công ty Cổ phần Phong Phú,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
PNG,Công ty Cổ phần Thương Mại Phú Nhuận,Bán lẻ,Bán lẻ,Bán lẻ phức hợp
SD4,Công ty Cổ phần Sông Đà 4,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
SD7,Công ty Cổ phần Sông Đà 7,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
SDC,Công ty Cổ phần Tư vấn Sông Đà,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
CSI,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
NBW,Công ty Cổ phần Cấp nước Nhà Bè,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
SDJ,Công ty Cổ phần Sông Đà 25,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
PSB,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
PVR,Công ty Cổ phần Đầu tư PVR Hà Nội,Bất động sản,Bất động sản,Bất động sản
SEP,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
PTE,Công ty Cổ phần Xi măng Phú Thọ,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
SDV,Công ty Cổ phần Dịch vụ Sonadezi,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
SEB,Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Nhà cung cấp thiết bị
PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
SBB,Công ty cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
DNA,Công ty Cổ phần Điện nước An Giang,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
KSF,Công ty Cổ phần Tập đoàn Sunshine,Bất động sản,Bất động sản,Bất động sản
PLP,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
PBT,Công ty Cổ Phần Bao bì và Thương mại Dầu khí Bình Sơn,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
SAP,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
NSG,Công ty Cổ phần Nhựa Sài Gòn,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
PV2,Công ty Cổ phần Đầu tư PV2,Bất động sản,Bất động sản,Bất động sản
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
SHB,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,Ngân hàng,Ngân hàng,Ngân hàng
POB,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
